ID,Date,Walla Walla Union Bulletin,Tri-City Herald,The East Oregonian,The Entertainer,Tumbleweird,Radio,Poster,"Social Media (Facebook, Twitter, Instagram)",Email,Word of Mouth,Gesa Power House Theatre website (www.phtww.org),Other,What is your age group?,What is your annual household income?,"What was your overall impression of this event (quality, lighting, sound, value)?","Please share any other suggestions or ideas that would help us enhance your experience at Gesa Power House Theatre. If you would like someone to respond to your feedback, please include your contact information. Thank you!",Event,Instance
640592524,11/02/2024 3:47 PM,No,No,No,No,No,No,No,Yes,No,No,No,No,36-45,"$100,001 - $200,000","Keep the Pigs on wing an annual event please, they are so amazing!","Better ways to purchase drinks, the lines take a lot of time",,
640617906,11/02/2024 4:57 PM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000",Incredible performance. I miss having someone introduce the performers. I would have liked to have the message to the audience to wait for them to finish the songs before screaming. Just my opinion because I felt some people thought they were at a bar. ,,,
640649346,11/02/2024 6:21 PM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000",Enjoyed the performance very much. The only distraction (which was probably unique to that performance) was the white and other bright lights shone into the audience. I had to shut my eyes when aimed directly at my section of the audience.,,,
640660029,11/02/2024 6:46 PM,No,No,No,No,No,No,No,Yes,No,No,No,No,66+,"$50,001 - $100,000",Excellent musicians.  Vocalists volume were not as balanced as guitars and drums were louder.  ,Wonderful volunteers.  Nice to be greeted.  ,,
640677428,11/02/2024 7:39 PM,No,No,Yes,No,No,No,No,No,No,No,No,No,66+,"$50,001 - $100,000","1st experience visit, very enjoyed the venue.
Looking forward to see more bands similar to Pink Floyd era.","See above,  Thanks ",,
640863879,11/03/2024 7:21 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000",We've attended the Pigs on the Wing concerts since the first time they came to Gesa Power House. They are a fabulous band & we always enjoy our night of entertainment.,,,
640885513,11/03/2024 8:14 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,,Bring them back and I will come again (both nights)..,,,
640885599,11/03/2024 8:13 AM,No,No,No,No,No,No,No,No,No,Yes,No,No,36-45,"$100,001 - $200,000",Excellent ,,,
640886904,11/03/2024 8:16 AM,No,No,No,No,No,No,No,No,No,No,No,Yes,46-55,"$50,001 - $100,000",Incredible!!! Absolutely awesome. ,,,
640887298,11/03/2024 8:17 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$100,001 - $200,000",Great,,,
640890778,11/03/2024 8:28 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,,The concert was awesome!  Loved every minute of it.,"My only concern is the seating up in the balcony.  They were the only seats available and being 75 years old and no railing to hold on to getting up to my seat in section CC was extremely hard.  And getting down was even harder.  Thanks to two nice gentlemen, they offered me their arms so I was able to get down safely.  I won't ever book those seats again, regardless if they are the only ones available.  Sand Roddick (509) 876-2966.  ",,
640903372,11/03/2024 8:54 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,56-65,"$200,001 or above","Amazing musicians, sound quality excellent ",,,
640904954,11/03/2024 8:59 AM,No,No,No,Yes,No,No,No,No,No,No,No,No,56-65,"$100,001 - $200,000",10 of 10 great facility and pigs totally nailed the performance,Don't change a thing !!!!!,,
640909421,11/03/2024 9:08 AM,No,No,No,No,No,No,No,Yes,No,No,No,No,66+,"$100,001 - $200,000",These folks are a top notch tribute band. Well worth the time to go see. ,,,
640910014,11/03/2024 9:08 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,46-55,,"Amazing venue 
Great experience ",,,
640931701,11/03/2024 9:59 AM,No,No,No,No,No,No,No,Yes,No,No,No,No,36-45,"$100,001 - $200,000","Perfectly sized, sound quality is very good for such a small venue. Lighting was very cool","The two shows we have seen there have been excellent, the entire experience. Friendly staff, clean facilities, and great snacks/drinks. ",,
640937468,11/03/2024 10:13 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000",Outstanding show. Everything about it was a unique experience.,Love this venue. Nice people and great shows.,,
640957087,11/03/2024 10:58 AM,No,No,No,No,No,No,No,Yes,No,No,No,No,56-65,,A unique venue. Sound and lighting were very good. Pigs on the wing did a great job. ,,,
640965228,11/03/2024 11:16 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,56-65,"$50,001 - $100,000",,,,
640982285,11/03/2024 11:57 AM,No,No,No,No,No,No,No,Yes,No,No,No,No,36-45,"$50,001 - $100,000",Awesome,,,
640984522,11/03/2024 12:03 PM,No,No,No,No,No,No,No,Yes,No,No,No,No,56-65,"$100,001 - $200,000","Love this venue, intimate, easy to get to, great associates eager to help.
Sound and lighting great.","Perfect size for concerts, love to see more.",,
641005802,11/03/2024 12:51 PM,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,56-65,,Very giood all the way around.  Appreciate the friendly staff.,,,
641016239,11/03/2024 1:11 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,46-55,"$50,001 - $100,000",Great music!,,,
641035458,11/03/2024 1:57 PM,No,No,No,No,No,No,Yes,No,No,No,No,No,56-65,"$200,001 or above","Loved it! I waited too long to buy tickets and got stuck in the back row  so the view of the screen was distractingly blocked, but I could see the band and light show perfectly.  Next time I'll  buy tickets earlier.  ",,,
641054277,11/03/2024 2:41 PM,No,No,No,No,No,No,No,Yes,No,No,No,No,66+,"$50,001 - $100,000",Wonderful,First time snd had a great experience. Thank you,,
641107683,11/03/2024 4:50 PM,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,36-45,"$50,001 - $100,000",Nice facility.  First time here ,,,
641153332,11/03/2024 6:36 PM,No,No,No,No,No,No,No,Yes,No,No,No,No,56-65,"$100,001 - $200,000",This was our fourth time seeing Pigs on the Wing at your venue. Everything was excellent.,If you are going to charge $12 for a glass of wine it should be a 9oz pour! It feels like we’re getting robbed full price for a taster.,,
641232932,11/03/2024 11:05 PM,No,No,No,No,No,No,No,No,Yes,No,Yes,No,56-65,"$50,001 - $100,000",Good value for a night of fun music in a great venue. ,No need to change a thing! We look forward to seeing Pigs on the Wing again next year!,,
641365730,11/04/2024 7:19 AM,No,No,No,No,No,No,No,No,No,Yes,No,No,56-65,"$100,001 - $200,000","Fantastic, first time at this venue. Impressed with the people greeting us. The atmosphere overall was amazing. The performance was incredible. We will be back!",,,
641388895,11/04/2024 7:59 AM,No,No,No,No,No,No,No,No,No,Yes,No,No,26-35,"$50,001 - $100,000",,,,
641394290,11/04/2024 8:10 AM,No,No,No,No,No,No,No,No,Yes,No,No,No,46-55,"$50,001 - $100,000",Please keep bringing back Pigs on the Wing! Everything was wonderful!,,,
641397321,11/04/2024 8:15 AM,No,No,No,No,No,No,No,Yes,No,No,No,No,56-65,"$100,001 - $200,000",It was excellent!,,,
641407261,11/04/2024 8:34 AM,No,No,No,No,No,No,No,No,No,No,No,Yes,46-55,"$100,001 - $200,000",Awesome love it,,,
641451446,11/04/2024 9:52 AM,No,No,No,No,No,No,No,Yes,No,No,No,No,56-65,"$100,001 - $200,000",Fabulous!,,,
641682100,11/04/2024 5:12 PM,No,No,No,No,No,No,No,No,No,Yes,No,No,56-65,"$100,001 - $200,000",Quite good fir the distance and price.,,,
641696882,11/04/2024 5:43 PM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$100,001 - $200,000","It was everything cool. Humor, science, kids laughing, and great performance! Nice family fun.",Deborah ,,
641782176,11/04/2024 8:57 PM,No,No,No,No,No,No,No,No,No,Yes,No,No,56-65,"$100,001 - $200,000",Nice venue.  The vocals were not well projected.  Next time I won't sit in the front row.  It's such a little imitate venue any seat in the middle or back or balcony is still an excellent seat.,Advertise in the tri city herald.,,
644663932,11/09/2024 8:33 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$200,001 or above",,,,
644664574,11/09/2024 8:35 AM,No,Yes,No,No,No,No,No,No,No,No,No,No,66+,,Music track was waaaaayyyyy too loud. Didn’t need to be!! We could hear them just fine when they sang a cappella ,,,
644673446,11/09/2024 8:51 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,56-65,"$50,001 - $100,000",Very nice,,,
644679529,11/09/2024 9:04 AM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,,It was a great evening! Wonderful singing and interaction with the audience. Looking forward to a return performance.,,,
644689239,11/09/2024 9:25 AM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,"$50,000 or below",The sound system was way too loud. It ruined the experience for me.,,,
644694790,11/09/2024 9:35 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$100,001 - $200,000",Great !,Bring in The Brothers  Four,,
644857733,11/09/2024 3:08 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,46-55,"$50,001 - $100,000","Great performance. Fantastic groups. I'd love to see it again soon.
Venue is a good place, organizers are kind and do a great job.",,,
644860436,11/09/2024 3:16 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,"$50,000 or below","Generally good but at my seat D-19, the music drowned out the singers voices. The voices were a big muffled and the accompaniment was too loud . ",Work on sound quality from a variety of seats.,,
644898208,11/09/2024 4:48 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,"$100,001 - $200,000",Excellent,,,
645011529,11/09/2024 10:20 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,56-65,"$100,001 - $200,000",It was great!,,,
645159632,11/10/2024 8:02 AM,No,No,No,No,No,Yes,No,No,No,No,No,No,66+,"$50,001 - $100,000",Great venue.,,,
645161490,11/10/2024 8:17 AM,No,No,No,No,No,No,No,No,Yes,No,No,No,56-65,"$200,001 or above",The event seemed more like a private company event than an event for the public.  We had a family of the sponsor sitting behind us talking to each other as if they were at home watching the movie.  I loved the idea of the movie with food trucks and all though and the venue is always amazing.,,,
645250291,11/10/2024 11:35 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000","Really fun. It was hard to hear the MC, and we were right up front. 
We were very appreciative of the swag and the silent auctions!",The film was great. It was so fast in showing scenes averaging 2 to 4 a shot. Beautiful show!,,
645352435,11/10/2024 3:15 PM,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,66+,,"A very nice program. Music volume was a little too loud, even for this person who is a bit hard of hearing. The sound quality was fine and the lighting very nice.  The seating is a bit too snug with larger-sized individuals sitting on either side. ",,,
645396179,11/10/2024 5:04 PM,Yes,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000","The sound system was too loud, making it difficult to enjoy the spoken word as well as the beautiful blend of voices. The three women were delightful, their music excellent in every way. The highlight was their singing Danny Boy with just the perfect blending of the beautiful voices.",,,
645684562,11/11/2024 7:59 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,25 and under,"$50,001 - $100,000",The event was fun! The ushers were very nice. The lighting and sound were great! ,The emcee could have been better. ,,
646133891,11/11/2024 10:53 PM,No,No,No,Yes,No,No,No,No,No,No,No,No,66+,"$50,001 - $100,000",,,,
646904230,11/13/2024 7:53 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000",Their voices were incredible.  But the songs were not to our liking - too patriotic at a time when we needed to hear something soothing or distracting.,Please bring back The Band Called  Honalee.  They were great and their music was fun.,,
647631766,11/14/2024 8:22 AM,Yes,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000","The sound in the show was a bit of an issue. The voices were frequently too loud and others, too soft that may have been more of an issue with the movie rather than Gesa.",,,
647667961,11/14/2024 9:16 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000",Cute but not our cup of tea.,,,
647679299,11/14/2024 9:45 AM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,"$100,001 - $200,000","Love the venue and the staff.  But this was a laughably bad movie.  No plot development, no character/relationship development, repetitive flat dialogue, repetitive photography. It was a first-time movie-makers effort and should have been advertised as such. Mis advertising an event doesn’t serve the powerhouse well— people decide they can’t trust the programming and won’t return. I recently heard from a couple who went to the holiday “family” shorts last year, which turned into an extreme horror/violent movie event and they said they haven’t been back since. I hope you find this helpful. It is how I intended it to be. I want powerhouse to succeed. ","Advertise accurately what an event actually is.  Do you have a local group/ person (marketing person) pre-screening before accepting an item in your programm8mg? That might be safer. This is not censorship. It should be quality control that ensures a certain standard of events at Gesa. And they can be edgy and even risqué, but high quality. ",,
647681487,11/14/2024 9:40 AM,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,46-55,"$50,000 or below","I enjoyed supporting a local filmmaker and having the talk-back afterward. The Powerhouse is a great venue for a film screening. The film had some audio feedback a couple times, but I think there were some audio inconsistencies in the film itself. ","I don't remember hearing ahead of time much about this film or that it was local and that the filmmakers and actors would be there. I only knew because of a connection to someone in it. I think more people might have gone if it had been advertised more. The location and subject of wine is of interest. Another, is that it's fun to be at a film screening with the filmmaker. I didn't realize before I went that the filmmaker would be there talking about it. ",,
648039810,11/14/2024 6:40 PM,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,56-65,"$200,001 or above","Wonderfully engaging!  The production took me back to the songs my relatives that went through WWII listened to through to my early childhood and radio.  
Wish I could sing like that.  ","For next Vet's day, considering teaming with USACE and the Vet's Admin to hand out poppy pins to all and find a way to identify vets as they enter.  ",,
648043819,11/14/2024 6:45 PM,No,No,No,No,No,No,Yes,No,No,No,Yes,No,56-65,"$200,001 or above",Missed it!  Found out about the 2nd annual downtown parade for Dia de los Muertos and had to attend.  Hope to catch the Science Circus next time.,"It was such a beautiful day to be out before the crud weather hits.  Even if you had a Dia do los Muertos film, I'd probably still have picked to be outside.
Thanks for all that you do!",,
662314020,12/05/2024 8:08 AM,Yes,No,No,No,No,No,No,No,No,No,No,No,46-55,"$200,001 or above","Excellent, we like this venue. ",Coat check would be nice. ,Rock the Holidays,12/4/2024
662317537,12/05/2024 8:14 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,46-55,"$50,001 - $100,000",Very good.,,Rock the Holidays,12/4/2024
662324272,12/05/2024 8:27 AM,No,No,No,No,No,No,No,No,No,No,No,Yes,66+,"$200,001 or above",It was a great show and such a unique genre of music.  Would love to see them come back,,Rock the Holidays,12/4/2024
662330197,12/05/2024 8:39 AM,No,No,No,No,No,No,No,No,Yes,No,No,No,56-65,"$200,001 or above","Started a bit slow but then got more energy. Overall, a really good show!! A good value. ",,Rock the Holidays,12/4/2024
662339740,12/05/2024 8:54 AM,Yes,No,No,No,No,No,No,No,No,No,No,No,66+,"$200,001 or above",Fantastic event! I've been an Aaron Meyer fan for a very long time and it was wonderful to have him here in Walla Walla. The Power House was a great venue for this show!,,Rock the Holidays,12/4/2024
662344181,12/05/2024 9:03 AM,No,No,No,No,No,No,No,Yes,Yes,No,No,No,46-55,"$200,001 or above","AMAZING show. Performers were fabulous. Sound was great. Lighting occasionally seemed a bit delayed. Overall really great value for ticket price, and we would happily see this band again. ",,Rock the Holidays,12/4/2024
662350572,12/05/2024 9:11 AM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,"$50,001 - $100,000",Excellent ,,Rock the Holidays,12/4/2024
662371764,12/05/2024 9:48 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,56-65,"$50,001 - $100,000",It was very good. The bass player when he would play solos had a lot of fuzzy reverberations ,,Rock the Holidays,12/4/2024
662454873,12/05/2024 12:01 PM,Yes,No,No,No,No,No,No,No,No,No,No,No,66+,"$200,001 or above",Everything was exceptional,,Rock the Holidays,12/4/2024
662584194,12/05/2024 4:07 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,"$200,001 or above","Totally amazing
Perfect show
We stayed for the meet and greet after the show which was great",,Rock the Holidays,12/4/2024
662719315,12/05/2024 9:01 PM,No,No,No,No,No,No,No,Yes,Yes,No,No,No,66+,"$50,001 - $100,000","I loved the music. My only constructive criticism is that the bass and drums were too loud, and the other two guitars were not loud enough. The violin was about right. In other words, the mix was off a bit.",,Rock the Holidays,12/4/2024
663584372,12/07/2024 8:08 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$100,001 - $200,000",Excellent in every aspect!!,,Celtic Christmas,12/6/2024
663586405,12/07/2024 8:12 AM,No,No,No,No,No,No,No,No,No,No,No,Yes,66+,,"Great show as always.  We have seen Ever Dream, Celtic Women three times and the show is always fantastic. ",,Celtic Christmas,12/6/2024
663589298,12/07/2024 8:19 AM,Yes,No,No,No,No,No,No,Yes,No,No,No,No,56-65,"$50,001 - $100,000",Excellent. We had a great experience. Would highly recommend these entertainers! We’ve always enjoyed our evenings at Powerhouse ,,Celtic Christmas,12/6/2024
663594712,12/07/2024 8:34 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$100,001 - $200,000","Wonderful concert! Singer and instruments were excellent. Enjoyed the groups interaction with the audience. Lighting and sound were perfect for the venue, not to loud as to hurt the ears.",,Celtic Christmas,12/6/2024
663596929,12/07/2024 8:30 AM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,"$100,001 - $200,000",Very nice,,Celtic Christmas,12/6/2024
663601939,12/07/2024 8:39 AM,No,No,No,No,No,No,No,Yes,No,No,No,No,66+,"$100,001 - $200,000",It was ok.,,Celtic Christmas,12/6/2024
663602191,12/07/2024 8:42 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000",The Celtic Christmas concert was fantastic. Please keep them coming back every year,"The audience in our row and the row in front of us were very rude. People kept leaving and sometimes returning in the middle of the performance. Admittedly there could have been emergencies, but seven or eight of them in the first half seems a bit incredible.  People should be told to only go out during applause and that they cannot return to their seats until intermission.",Celtic Christmas,12/6/2024
663603105,12/07/2024 8:41 AM,No,No,No,No,No,No,No,No,Yes,No,No,No,46-55,,Very good,,Celtic Christmas,12/6/2024
663609246,12/07/2024 8:53 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,56-65,"$100,001 - $200,000",Fantastic as always!! ,,Celtic Christmas,12/6/2024
663609933,12/07/2024 9:02 AM,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,66+,"$50,000 or below","It all seemed top-notch to me! It was a wonderful show, with nothing disappointing me. I could see and hear everything. ",Thank you for sending the parking suggestions ahead of time. It took part of the anxiety out of driving myself there. (I have always come with someone else prior to this.),Celtic Christmas,12/6/2024
663636223,12/07/2024 9:45 AM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,"$50,001 - $100,000",Lovely show - enjoyed the experience!,,Celtic Christmas,12/6/2024
663645953,12/07/2024 10:02 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$100,001 - $200,000",,,Celtic Christmas,12/6/2024
663657503,12/07/2024 10:24 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$50,001 - $100,000",First class.,,Celtic Christmas,12/6/2024
663667597,12/07/2024 10:44 AM,No,No,No,No,No,No,No,No,No,No,Yes,No,66+,"$200,001 or above",Excellent Performance!,It was a wonderful evening.  Intermission might have been a bit shorter.,Celtic Christmas,12/6/2024
663679204,12/07/2024 11:04 AM,No,No,No,No,No,No,No,No,No,Yes,No,No,66+,,Excellent show,No suggestion ,Celtic Christmas,12/6/2024
663740499,12/07/2024 1:07 PM,No,No,No,No,No,No,No,No,No,No,No,Yes,66+,,"We love this theater!  It is cozy, intimate, and wonderful!.  There are no bad seats.  Generally the audience is respectful due to the atmosphere.  The staff is very helpful and friendly.",,Celtic Christmas,12/6/2024
663750567,12/07/2024 1:26 PM,No,No,No,No,No,No,Yes,No,No,No,No,No,56-65,"$100,001 - $200,000","The sound was great, but hard to see from the side balcony.",,Celtic Christmas,12/6/2024
663796750,12/07/2024 3:05 PM,No,No,No,No,No,No,No,No,No,Yes,Yes,No,66+,"$50,001 - $100,000",Amazing!!!,,Celtic Christmas,12/6/2024
663818620,12/07/2024 4:13 PM,No,No,No,No,No,No,No,Yes,Yes,No,No,No,66+,"$50,001 - $100,000","We have heard the group in past years. We were not pleased with our seats. As soon as I heard about the dates I called in and asked for best available. We were give n seats that were stage right that were BEHIND the group. Frequently the violin player turned her head so we could see her whole face, but we rarely saw more than a profile of the lead singer. The sound was fine because we didn't need the mics to hear everything, couldn't really tell you whether the lighting was good or not, we couldn't see. The value was not there. I have back and balance issues so sitting on folding chairs when I expected a ""theatre"" type chair was unacceptable. I should have been warned where the seats were and what I would be sitting on before I purchased my tickets. Also, why didn't your ushers have a diagram of the theatre to help people find their seats, we were told THREE or FOUR times where to sit before we found our folding chairs.","Gerald Friesen, 509-540-1464. The lady we finally had that helped us find our seats was great, she offered to let me get up and walk around during the show and she knew exactly where our seats were, she did have a name tag on that looked like she was someone important. If more of your workers were like her there would be less people people  like me that had to stand and wait while an usher went and got instructions.....that turned out to be WRONG. I had to use the rest room  twice because it took so long to find my folding chair. At least buy 12 to 18 folding chairs that are comfortable to sit on and give these things to someone who deals in SCRAP metal.",Celtic Christmas,12/6/2024
663852359,12/07/2024 5:08 PM,No,No,No,No,No,No,No,Yes,No,No,No,No,66+,"$50,001 - $100,000",Chilly ,,Celtic Christmas,12/6/2024
663884309,12/07/2024 6:18 PM,No,No,No,No,No,No,No,No,Yes,No,No,No,66+,"$50,001 - $100,000",Fabulous show! A must see for the Christmas season.,,Celtic Christmas,12/6/2024
